"","Site_code","Sampling_event","Sample_code.x","Temp","DO","Salinity","pH","NTU","FDOM_RFU","FDOM_QSU","Site_Name","Latitude","Longitude","UTM_Easting","UTM_Northing","Site_type","Algal_subset","Notes","Sample_code.y","N.N_um.L","NO2.N_um.L","NO3.N_um.L","NH3.NH4.N_um.L","SRP_um.L","Sample_code.x.1","TN_um.L","TP_um.L","TOC_um.L","Rep","Sample_code.y.1","Collected","Water_amount","Processed","Chl"
"211","TBHM","4-24","TBHM_4-24_WQ",25.7,7.1,10.67,8.33,31.78,17.84,54.27,"Terrapin Healthy Mangrove",25.166282,-80.731939,527013.52,2783386.99,"Mangrove","N","Healthy mangroves near McCormick Creek","TBHM_4-24_F1","0.741",0.111,NA,1.108,"0.19","TBHM_4-24_UF1",138.6,5.919,1228,2,"TBHM_4-24_2","4/8/2024",22,"11/6/2024",15.24
"212","TBHM","9-23","TBHM_9-23_WQ",NA,NA,12.6,NA,NA,NA,NA,"Terrapin Healthy Mangrove",25.166282,-80.731939,527013.52,2783386.99,"Mangrove","N","Healthy mangroves near McCormick Creek","TBHM_9-23_F1","0.983",0.232,0.751,1.643,"0.005","TBHM_9-23_UF1",72.8,1.116,1803,1,"TBHM_9-23_1","9/27/2023",60,"12/1/2023",22.07
"213","TBHM","9-23","TBHM_9-23_WQ",NA,NA,12.6,NA,NA,NA,NA,"Terrapin Healthy Mangrove",25.166282,-80.731939,527013.52,2783386.99,"Mangrove","N","Healthy mangroves near McCormick Creek","TBHM_9-23_F1","0.983",0.232,0.751,1.643,"0.005","TBHM_9-23_UF1",72.8,1.116,1803,2,"TBHM_9-23_2","9/27/2023",62,"12/1/2023",17.47
"214","TKB","1123E","TKB_1123E_WQ",22.6,7.4,30,NA,NA,NA,NA,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_1123E_F1","0.00417",0.00141,NA,0.06695,"0.00084","TKB_1123E_UF",0.68,0.00849,6.971,1,"TKB_1123E_1","11/30/2023",58,"11/6/2024",0.59
"215","TKB","1123E","TKB_1123E_WQ",22.6,7.4,30,NA,NA,NA,NA,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_1123E_F1","0.00417",0.00141,NA,0.06695,"0.00084","TKB_1123E_UF",0.68,0.00849,6.971,2,"TKB_1123E_2","11/30/2023",54,"11/6/2024",0.56
"216","TKB","1123E","TKB_1123E_WQ",22.6,7.4,30,NA,NA,NA,NA,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_1123E_F1","0.298",0.101,NA,4.782,"0.027","TKB_1123E_UF",0.68,0.00849,6.971,1,"TKB_1123E_1","11/30/2023",58,"11/6/2024",0.59
"217","TKB","1123E","TKB_1123E_WQ",22.6,7.4,30,NA,NA,NA,NA,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_1123E_F1","0.298",0.101,NA,4.782,"0.027","TKB_1123E_UF",0.68,0.00849,6.971,2,"TKB_1123E_2","11/30/2023",54,"11/6/2024",0.56
"218","TKB","4-24","TKB_4-24_WQ",25.5,7.26,31.97,8.34,1.59,7.35,22.44,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_4-24_F1","0.64",0.059,NA,0.865,"ND","TKB_4-24_UF1",33.3,0.328,411,1,"TKB_4-24_1","4/11/2024",51,"11/6/2024",0.97
"219","TKB","4-24","TKB_4-24_WQ",25.5,7.26,31.97,8.34,1.59,7.35,22.44,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_4-24_F1","0.64",0.059,NA,0.865,"ND","TKB_4-24_UF1",33.3,0.328,411,2,"TKB_4-24_2","4/11/2024",50,"11/6/2024",0.76
"220","TKB","9-23","TKB_9-23_WQ",28.866,6.53,38.15,8.3,0.24,6.84,20.57,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_9-23_F1","0.00491",0.00063,NA,0.01865,"0.00056","TKB_9-23_UF1",0.78,0.00741,9.527,2,"TKB_9-23_2","10/5/2023",53,"11/6/2024",0.63
"221","TKB","9-23","TKB_9-23_WQ",28.866,6.53,38.15,8.3,0.24,6.84,20.57,"Twin Keys Basin",24.982971,-80.765824,523633.91,2763082.59,"Florida Bay","N","Twin Keys Basin","TKB_9-23_F1","0.00491",0.00063,NA,0.01865,"0.00056","TKB_9-23_UF1",0.78,0.00741,9.527,1,"TKB_9-23_1","10/5/2023",56,"11/6/2024",0.66
"222","TSM1","4-24","TSM1_4-24_WQ",25.2,3.8,0.3,NA,NA,NA,NA,"Marsh 1",25.406877,-80.605754,539651.39,2810060.39,"Marsh","N","Taylor slough near entrance to park","TSM1_4-24_F1","0.102",0.006,NA,0.433,"0.024","TSM1_4-24_UF1",39.5,0.357,626.8,2,"TSM1_4-24_2","4/9/2024",NA,NA,NA
"223","TSM1","4-24","TSM1_4-24_WQ",25.2,3.8,0.3,NA,NA,NA,NA,"Marsh 1",25.406877,-80.605754,539651.39,2810060.39,"Marsh","N","Taylor slough near entrance to park","TSM1_4-24_F1","0.102",0.006,NA,0.433,"0.024","TSM1_4-24_UF1",39.5,0.357,626.8,1,"TSM1_4-24_1","4/9/2024",NA,NA,NA
"224","TSM1","8-24","TSM1_8-24_WQ",29.525,5.19,0.21,7.64,0.1,28.83,86.48,"Marsh 1",25.406877,-80.605754,539651.39,2810060.39,"Marsh","N","Taylor slough near entrance to park","TSM1_8-24_F1","0.822",0.165,NA,0.455,"0.035","TSM1_8-24_UF1",123.8,1.36,1843,1,"TSM1_8-24_1","",NA,"",NA
"225","TSM1","8-24","TSM1_8-24_WQ",29.525,5.19,0.21,7.64,0.1,28.83,86.48,"Marsh 1",25.406877,-80.605754,539651.39,2810060.39,"Marsh","N","Taylor slough near entrance to park","TSM1_8-24_F1","0.822",0.165,NA,0.455,"0.035","TSM1_8-24_UF1",123.8,1.36,1843,2,"TSM1_8-24_2","",NA,"",NA
"226","TSM1","9-23","TSM1_9-23_WQ",NA,NA,NA,NA,NA,NA,NA,"Marsh 1",25.406877,-80.605754,539651.39,2810060.39,"Marsh","N","Taylor slough near entrance to park","TSM1_9-23_F1","3.509",0.173,3.336,2.197,NA,"TSM1_9-23_UF1",35.8,0.397,949.2,1,"TSM1_9-23_1","9/30/2023",53,NA,NA
"227","TSM1","9-23","TSM1_9-23_WQ",NA,NA,NA,NA,NA,NA,NA,"Marsh 1",25.406877,-80.605754,539651.39,2810060.39,"Marsh","N","Taylor slough near entrance to park","TSM1_9-23_F1","3.509",0.173,3.336,2.197,NA,"TSM1_9-23_UF1",35.8,0.397,949.2,2,"TSM1_9-23_2","9/30/2023",56,NA,NA
"228","TSM3","1123E","TSM3_1123E_WQ",25.2,6.3,0.2,NA,NA,NA,NA,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_1123E_F1","0.00525",0.00088,NA,0.08639,"0.00003","TSM3_1123E_UF",0.67,0.00825,6.763,2,"TSM3_1123E_2","11/28/2023",56,NA,NA
"229","TSM3","1123E","TSM3_1123E_WQ",25.2,6.3,0.2,NA,NA,NA,NA,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_1123E_F1","0.00525",0.00088,NA,0.08639,"0.00003","TSM3_1123E_UF",0.67,0.00825,6.763,1,"TSM3_1123E_1","11/28/2023",54,NA,NA
"230","TSM3","1123E","TSM3_1123E_WQ",25.2,6.3,0.2,NA,NA,NA,NA,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_1123E_F1","0.375",0.063,NA,6.171,"0.001","TSM3_1123E_UF",0.67,0.00825,6.763,2,"TSM3_1123E_2","11/28/2023",56,NA,NA
"231","TSM3","1123E","TSM3_1123E_WQ",25.2,6.3,0.2,NA,NA,NA,NA,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_1123E_F1","0.375",0.063,NA,6.171,"0.001","TSM3_1123E_UF",0.67,0.00825,6.763,1,"TSM3_1123E_1","11/28/2023",54,NA,NA
"232","TSM3","8-24","TSM3_8-24_WQ",29.55,5.33,0.22,7.61,4.44,26.8,80.19,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_8-24_F1","1.561",0.196,1.365,1.276,"0.034","TSM3_8-24_UF1",134,1.94,1695,1,"TSM3_8-24_1","",NA,"11/6/2024",9.62
"233","TSM3","8-24","TSM3_8-24_WQ",29.55,5.33,0.22,7.61,4.44,26.8,80.19,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_8-24_F1","1.561",0.196,1.365,1.276,"0.034","TSM3_8-24_UF1",134,1.94,1695,2,"TSM3_8-24_2","",NA,"11/6/2024",11.43
"234","TSM3","9-23","TSM3_9-23_WQ",NA,NA,NA,NA,NA,NA,NA,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_9-23_F1","2.644",0.121,NA,2.819,"0.032","TSM3_9-23_UF1",56,0.206,1122,2,"TSM3_9-23_2","9/30/2023",54,NA,NA
"235","TSM3","9-23","TSM3_9-23_WQ",NA,NA,NA,NA,NA,NA,NA,"Marsh 3",25.283386,-80.797905,520346.36,2796342.59,"Marsh","N","Marsh across from Paurotis Pond entrance","TSM3_9-23_F1","2.644",0.121,NA,2.819,"0.032","TSM3_9-23_UF1",56,0.206,1122,1,"TSM3_9-23_1","9/30/2023",52,NA,NA
"236","TSM4","1123E","TSM4_1123E_WQ",24.4,4.7,0.2,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_1123E_F1","0.00251",0.00112,NA,0.00871,NA,"TSM4_1123E_UF",0.75,0.00933,8.758,2,"TSM4_1123E_2","11/28/2023",53,NA,NA
"237","TSM4","1123E","TSM4_1123E_WQ",24.4,4.7,0.2,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_1123E_F1","0.00251",0.00112,NA,0.00871,NA,"TSM4_1123E_UF",0.75,0.00933,8.758,1,"TSM4_1123E_1","11/28/2023",55,NA,NA
"238","TSM4","1123E","TSM4_1123E_WQ",24.4,4.7,0.2,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_1123E_F1","0.179",0.08,NA,0.622,"ND","TSM4_1123E_UF",0.75,0.00933,8.758,2,"TSM4_1123E_2","11/28/2023",53,NA,NA
"239","TSM4","1123E","TSM4_1123E_WQ",24.4,4.7,0.2,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_1123E_F1","0.179",0.08,NA,0.622,"ND","TSM4_1123E_UF",0.75,0.00933,8.758,1,"TSM4_1123E_1","11/28/2023",55,NA,NA
"240","TSM4","4-24","TSM4_4-24_WQ",23.2,4.9,0.1,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_4-24_F1","0.233",0.038,NA,1.103,"0.012","TSM4_4-24_UF1",75.2,0.35,676.4,1,"TSM4_4-24_1","4/9/2024",NA,NA,NA
"241","TSM4","4-24","TSM4_4-24_WQ",23.2,4.9,0.1,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_4-24_F1","0.233",0.038,NA,1.103,"0.012","TSM4_4-24_UF1",75.2,0.35,676.4,2,"TSM4_4-24_2","4/9/2024",NA,NA,NA
"242","TSM4","8-24","TSM4_8-24_WQ",27.831,1.63,0.34,6.96,22.1,3.82,10.2,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_8-24_F1","0.666",0.069,NA,0.222,"0.019","TSM4_8-24_UF1",88.3,1.584,871.7,2,"TSM4_8-24_2","",NA,"11/6/2024",8.54
"243","TSM4","8-24","TSM4_8-24_WQ",27.831,1.63,0.34,6.96,22.1,3.82,10.2,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_8-24_F1","0.666",0.069,NA,0.222,"0.019","TSM4_8-24_UF1",88.3,1.584,871.7,1,"TSM4_8-24_1","",NA,"11/6/2024",7.92
"244","TSM4","9-23","TSM4_9-23_WQ",NA,NA,NA,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_9-23_F1","0.107",0.066,NA,1.206,NA,"TSM4_9-23_UF1",48.6,0.257,1111,1,"TSM4_9-23_1","9/30/2023",53,NA,NA
"245","TSM4","9-23","TSM4_9-23_WQ",NA,NA,NA,NA,NA,NA,NA,"Marsh 4",25.250483,-80.797746,520367.89,2792699.17,"Marsh","N","Marsh just south of Nine Mile Pond","TSM4_9-23_F1","0.107",0.066,NA,1.206,NA,"TSM4_9-23_UF1",48.6,0.257,1111,2,"TSM4_9-23_2","9/30/2023",57,NA,NA
"246","WB1","1-24","WB1_1-24_WQ",22.8,7.6,23.4,NA,NA,NA,NA,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_1-24_F1","0.214",0.025,NA,0.639,"0.039","WB1_1-24_UF1",58.6,0.818,621.6,2,"WB1_1-24_2","1/7/2024",53,"",NA
"247","WB1","1-24","WB1_1-24_WQ",22.8,7.6,23.4,NA,NA,NA,NA,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_1-24_F1","0.214",0.025,NA,0.639,"0.039","WB1_1-24_UF1",58.6,0.818,621.6,1,"WB1_1-24_1","1/7/2024",51,"",NA
"248","WB1","1123E","WB1_1123E_WQ",22.2,7.2,26.2,NA,NA,NA,NA,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_1123E_F1","0.00939",0.00182,NA,0.00062,"0.00050","WB1_1123E_UF",0.95,0.01355,9.759,1,"WB1_1123E_1","11/30/2023",53,"11/6/2024",1.06
"249","WB1","1123E","WB1_1123E_WQ",22.2,7.2,26.2,NA,NA,NA,NA,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_1123E_F1","0.00939",0.00182,NA,0.00062,"0.00050","WB1_1123E_UF",0.95,0.01355,9.759,2,"WB1_1123E_2","11/30/2023",56,"11/6/2024",0.86
"250","WB1","1123E","WB1_1123E_WQ",22.2,7.2,26.2,NA,NA,NA,NA,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_1123E_F1","0.671",0.13,NA,0.044,"0.016","WB1_1123E_UF",0.95,0.01355,9.759,1,"WB1_1123E_1","11/30/2023",53,"11/6/2024",1.06
"251","WB1","1123E","WB1_1123E_WQ",22.2,7.2,26.2,NA,NA,NA,NA,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_1123E_F1","0.671",0.13,NA,0.044,"0.016","WB1_1123E_UF",0.95,0.01355,9.759,2,"WB1_1123E_2","11/30/2023",56,"11/6/2024",0.86
"252","WB1","4-24","WB1_4-24_WQ",25.2,7.32,30.8,8.42,1.01,9.46,28.12,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_4-24_F1","0.061",0.014,NA,0.354,"ND","WB1_4-24_UF1",57.9,0.458,799.7,1,"WB1_4-24_1","4/11/2024",52,"11/6/2024",0.63
"253","WB1","4-24","WB1_4-24_WQ",25.2,7.32,30.8,8.42,1.01,9.46,28.12,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_4-24_F1","0.061",0.014,NA,0.354,"ND","WB1_4-24_UF1",57.9,0.458,799.7,2,"WB1_4-24_2","4/11/2024",51,"11/6/2024",1.38
"254","WB1","8-24","WB1_8-24_WQ",31.601,8.44,36.46,8.08,1.53,0.31,10.62,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_8-24_F1","0.207",0.143,NA,0.929,"0.011","WB1_8-24_UF1",79,0.538,883.3,2,"WB1_8-24_2","",NA,"11/6/2024",8.2
"255","WB1","8-24","WB1_8-24_WQ",31.601,8.44,36.46,8.08,1.53,0.31,10.62,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_8-24_F1","0.207",0.143,NA,0.929,"0.011","WB1_8-24_UF1",79,0.538,883.3,1,"WB1_8-24_1","",NA,"",NA
"256","WB1","9-23","WB1_9-23_WQ",28.192,5.48,35.62,8.04,1.56,12.05,36.14,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_9-23_F1","0.00269",0.00073,NA,0.00854,"0.00047","WB1_9-23_UF1",0.95,0.01559,9.82,1,"WB1_9-23_1","10/5/2023",53,"11/6/2024",4.09
"257","WB1","9-23","WB1_9-23_WQ",28.192,5.48,35.62,8.04,1.56,12.05,36.14,"Whipray Basin",25.081421,-80.762105,523990.16,2773984.49,"Florida Bay","Y","Whipray Basin","WB1_9-23_F1","0.00269",0.00073,NA,0.00854,"0.00047","WB1_9-23_UF1",0.95,0.01559,9.82,2,"WB1_9-23_2","10/5/2023",55,"11/6/2024",5.04
"258","WB2","1-24","WB2_1-24_WQ",22.4,8,23.5,NA,NA,NA,NA,"Southern Whipray Basin",25.049659,-80.766102,523593.1,2770466.86,"Florida Bay ","N","Southern Whipray Basin","WB2_1-24_F1","0.742",0.113,NA,6.106,"0.030","WB2_1-24_UF1",62.6,0.426,784.9,1,"WB2_1-24_1","1/7/2024",55,"",NA
"259","WB2","1-24","WB2_1-24_WQ",22.4,8,23.5,NA,NA,NA,NA,"Southern Whipray Basin",25.049659,-80.766102,523593.1,2770466.86,"Florida Bay ","N","Southern Whipray Basin","WB2_1-24_F1","0.742",0.113,NA,6.106,"0.030","WB2_1-24_UF1",62.6,0.426,784.9,2,"WB2_1-24_2","1/7/2024",53,"",NA
"260","WB2","4-24","WB2_4-24_WQ",25.4,7.11,30.45,8.39,1.65,7.4,22.61,"Southern Whipray Basin",25.049659,-80.766102,523593.1,2770466.86,"Florida Bay ","N","Southern Whipray Basin","WB2_4-24_F1","0.214",0.049,NA,1.02,"0.008","WB2_4-24_UF1",45.7,0.369,520.6,2,"WB2_4-24_2","4/11/2024",51,"11/6/2024",0.75
"261","WB2","4-24","WB2_4-24_WQ",25.4,7.11,30.45,8.39,1.65,7.4,22.61,"Southern Whipray Basin",25.049659,-80.766102,523593.1,2770466.86,"Florida Bay ","N","Southern Whipray Basin","WB2_4-24_F1","0.214",0.049,NA,1.02,"0.008","WB2_4-24_UF1",45.7,0.369,520.6,1,"WB2_4-24_1","4/11/2024",51,"11/6/2024",0.83
"262","WB2","8-24","WB2_8-24_WQ",31.444,8,36.73,8.08,0.7,0.12,9.2,"Southern Whipray Basin",25.049659,-80.766102,523593.1,2770466.86,"Florida Bay ","N","Southern Whipray Basin","WB2_8-24_F1","0.57",0.127,NA,2.22,"0.018","WB2_8-24_UF1",51.2,0.969,663.8,2,"WB2_8-24_2","",NA,"11/6/2024",1.87
"263","WB2","8-24","WB2_8-24_WQ",31.444,8,36.73,8.08,0.7,0.12,9.2,"Southern Whipray Basin",25.049659,-80.766102,523593.1,2770466.86,"Florida Bay ","N","Southern Whipray Basin","WB2_8-24_F1","0.57",0.127,NA,2.22,"0.018","WB2_8-24_UF1",51.2,0.969,663.8,1,"WB2_8-24_1","",NA,"11/6/2024",1.79
